4707	1282	は 二十歳(はたち){２０歳} になる[01]{になりました}
4709	1284	直ぐに{すぐに} 戻る{戻ります}
4727	1300	直ぐに{すぐに} 諦める{諦めて} 昼寝 を 為る(する){する} かも知れない
4851	1434	愛する{愛してる}
4858	1442	ログアウト~ 為る(する){する} ん[03] だ{じゃなかった} よ[01]
4870	276471	誰にでも 長所 と 短所 が[01] 有る{ある}
4916	1507	どうかした{どうかしたの}~ と 小さい{小さな} 白い 兎{ウサギ} が 聞く[02]{聞きました}
4923	1512	信用 為る(する){して} と 彼(かれ)[01] は 言う{言った}
4924	1513	此れ[01]{これ} が 探す{探していた} 物(もの)[01]{もの} だ と 彼(かれ)[01] は[01] 叫ぶ{叫んだ}
4925	1514	此れ[01]{これ} は[01] 迚も[01]{とても}~ 面白い{おもしろ} そう[01] だ ね(#2029080)[01] と[04] が 言う{言います}
4926	1515	彼ら(かれら){彼らの} コミュニケーション は 我々 が 考える{考えて} 来る(くる){きた} 物(もの){もの} より 遥かに[01]{はるかに} 複雑 かも知れない{かもしれません}
4930	1519	又{また} 何時か{いつか} 風(かぜ) の様に[01]{のように} 走る[01] のだ{んだ}
4932	1521	お願いだから~ 泣く{泣かないで}
4934	1523	其処(そこ){そこ} で(#2028980) 私たち を 待つ[01]{待っている} 幸福 が 私たち が 望む[01] 様な{ような} 幸福 では無い{ではない} かも知れない{かもしれない}
4935	1524	私たち が 其処(そこ){そこ} へ 行く か如何か{かどうか} を 決める の は 君(きみ)[01]{君の} 責任 だ
4936	1525	授業 は 八 時(じ)[01] 三十 分(ふん) から[01] 始まる から
4940	446085	日本人 なら そんな 事(こと){こと} は 決して{けっして} 為る(する){しない} でしょう[01]
4949	1539	の 綴り[01] は
4950	1540	家(いえ)[01] に 帰る[01]{帰り} ましょうか
4951	1541	申し訳ない[01] けど 長居 出来る[01]{できない}~ のです{んです} よ[01]
4952	1542	年(ねん) は 待つ[01] には 長い 時間[01] だ
4954	1544	万人[02] の 人々(ひとびと) が 其の[01]{その} 戦争 で(#2028980) 命を落とす{命を落とした}~
4955	72637	年(ねん) 前(#1392580)[02] に 東京 へ 来る(くる){来て} 以来 此処[01]{ここ} に 住む{住んでいる}
4956	73242	一ヶ月{１か月} 余り[06]{あまり}~ 名古屋 に 居る(いる)[01]{居た} 事がある{ことがある}
4957	1547	才[01]{歳} 以上[01] 生きる 事(こと){こと} は 決して 稀(まれ){まれ} では無い{ではない}
4982	1578	痘痕も靨{あばたもえくぼ} って 言う から ね(#2029080)[01]
4983	1579	あら 申し訳ございません[01]
4988	1584	驚く{驚かない} 所(ところ)[05]~ を 見る{みる} と 知る{知ってた} の ね(#2029080)[01]
4991	1587	失礼[02] だ が[03] 上記{上記の}~ 記事 に 有る[01]{ある}~ 三つ(みっつ){３つ} の 誤り を 指摘 為る(する){して} 置く{おき} たい
4992	1588	貴方(あんた){あんた} 等(ら)[01]{ら} の 名前[01] なんか 興味ない ね(#2029080)[01] どうせ[01] 此の{この} 仕事[01] が 終わる と お別れ だ
4993	73822	はい[01] と いいえ(#1583250)[01] しか 言う{言わない} 人(ひと)[01] と 会話 を 続ける の は 難しい
4995	73968	彼の(あの){あの} 音(おと)[01] で(#2028980) 考え事 が[01]~ 出来る[01]{できない} わ と 彼女[01]~ は[01] タイプライター を 見つめる{見つめ} 乍ら[01]{ながら} 言う{言った}
4996	1592	は 此れまでで{これまでで}~ 最も 面白い{おもしろい} 戯曲 だ と言われる{と言われている}
5002	1596	年(ねん) で(#2028980) フランス語 に 熟達~ 為る(する){する} の は 極めて{きわめて} 難しい
5021	1615	あの方 が 言う{言われる} 事(こと) を 何でも 為る(する){して} 上げる[23]{あげて} 下さい[02]
5022	73381	学校 迄{まで} 分(ふん) で(#2028980) 歩く{歩いて} 行く[01]{行ける}
5023	1617	頁(ページ)[01]{ページ} の 英語 を 訳す のに 時間[02] 以上[01] も 掛かる[01]{かかりました}
5024	1618	時(じ)[01] になる[01]{になっている} よ[01]
5025	1619	さん を お願いします
5059	24596	何時(なんじ) ですか
5092	1689	今日 は 迚も[01]{とても} 暑い
5095	304317	彼(かれ)[01] は 約束を破る{約束を破った}
5120	1718	警察 を 呼ぶ{呼んで}
5171	1780	お早う{おはよう} と は[01] 微笑む{微笑み} 乍ら[01]{ながら} 言う{言った}
5212	1862	雨 が 降る(ふる){降っている}
5230	436863	もっと 時間 が 必要[01] だ
5298	416370	今日{きょう} 何(なに)[01] を 昼食(ちゅうしょく) に 食べる{食べました} か
5307	2124	そんな 不当{不当な} 提案 は 拒否 す可き{すべき} だ{だった} のに
5314	30713	若し(もし){もし} 電気[01] が 無い{ない} と 私たち の 暮らし が 何の様{どのような} 物(もの){もの} になる[01] か 想像 出来る{できます} か
5316	2139	彼(かれ)[01]{彼の} 話(はなし)[01] は 余りにも{あまりにも} 馬鹿げる{馬鹿げていた} ので 誰も 信じる{信じなかった}
5322	2299	日本 には 美しい 都市 が 多い 例えば 京都 だ
6004	6002	此処[01]{ここ} で(#2028980) 写真を撮る{写真を撮らないで} 下さい{ください}
74008	329712	此の{この} 天気 と は 気長{気長に} 付き合う[02]{付き合って} 行く{いく} しか無い[01]{しかない}
74009	329711	十分(じっぷん){10分} 丈(だけ){だけ} 付き合う[02]{付き合おう}
74010	329710	私(わたし) は 気が短い し 口(くち)[05] も 軽い[06]~ 男 だ
74011	329709	彼氏 が 留置所~ に 入る(はいる){入って} 十日{10日} 経つ{経ちました}
74012	329708	汚い 行為 の 報い は 必ず 自分 に 返る{返って} 来る(くる){くる}
74013	329707	そちら様~ の 御(お){お} 電話番号 を 頂く{いただけます} か
74014	329706	然うした{そうした} 中(なか)[04]{なか} で(#2028980) 急速{急速な} 進歩 を 遂げる{遂げて} 来る(くる){きた} の が ＩＴ{IT} である
74015	329705	いいから[01]~ 先(さっき){さっき}~ 盗る{盗った} 物(もの){モノ} を 鞄{カバン} の 中(なか) から 出す{出し} 為さい{なさい}
74016	329704	肩慣らし には 丁度いい かも
74017	329703	社長 さん[01] の 車種~ と 色(いろ) は
74018	329702	虫歯 を 侮る と 命に係わる 場合 も 有る{ある} のです
74019	329701	バカが移る{馬鹿が移る}~ 前(#1392580){まえ} に その様{そのような} 宗教 に 関わる[01]{関わらん} 方がいい{ほうがいい}
74020	329700	バカが移る{バカがうつる} 近づく な
74021	329699	前(#1392580)[06] の 歯医者 さん に 煙草を止める{たばこをやめる} なら ヤニ取り 為る(する){して} 上げる[23]{あげる} と 言う{いわれた} そうです
74022	329698	歯医者 で(#2028980) 歯 に 付く(つく)[01]{ついた} 煙草{たばこ} の 脂(やに)[02]{ヤニ}~ を 取る{取って} 貰う{もらう} と 費用 は 何れくらい{どれくらい} 掛かる[01]{かかる} でしょう
74023	329697	何処{どこ} の 関節 が 外れる{はずれた} の
74024	329696	騙す{騙された} と言ってしまえばそれまで~ です が 甘い話{うまい話} に 乗る[03]{乗った}~ 当人 である 事(こと){こと} は 間違いない{間違いありません}
74025	329695	ＰＣ{PC}~ 内部 の タイマー 用 ボタン電池~ が 切れる[05]{切れた}
74026	329694	而して{そして} 此の{この} 遊具~ には 滑り台 の デッキ に 上がる 方法 が もう一つ 有る{あります}
74027	329693	此の{この} 空港 は 程{ほど} 便(びん)[01] 数(すう) が 多い{多くない} ので 送迎デッキ~ から 見る{見て} も 最初 は 飛行機 が 居る(いる){いませんでした}
74028	329692	貴方(あなた)[01]{あなた} の 行く 所(ところ){ところ} なら 何処{どこ} へ で(#2028980) も 付いていく{付いてゆく} と 決める{決めた} の だもの
74029	329691	無関係{無関係の} 人(ひと) を 遣る[10]{殺る}~ な
74030	329690	私(わたし) も 親(おや) の 面倒 とか[01] 見る[03]{見られない}~ です ね
74031	329689	北 の 国[02]~ から は 北海道 市(し) を 舞台[03] に 為る(する){した} 制作 の テレビドラマ
74032	329688	髪 も 上げる[13]{上げた}~ 方(ほう){ほう} が 私(わたし)[01] は 好き(すき) だ
74033	329687	前髪 が お凸{おでこ}~ に 掛かる{かからない} 様に{ように} 髪を上げる~ 事(こと){こと} を 勧める{おすすめ} 為る(する)[12]{します}
74034	329686	如何して{どうして} こんな 上等[01]~ の ぶどう酒 を 今まで 取って置く{取って置いた} の か
74035	329685	身命~ を 掛ける{かけて} 職務 を 実践 為る(する){し} 全て{すべて} の 警察官 の 心(こころ) に 火(ひ) を 灯す(ともす){ともして}~ 呉れる{くれました}
74036	329684	此の{この} 新聞 は ロハ~ だ
74037	329683	政府 が 住民 に 問う 一般投票~ を 実施 為る(する){しました}
74038	329682	一般投票 に依る{による} 賞 が 今年 も 発表 為れる{され} と が 最も 人気(にんき) 之(の)[03]{の} 有る{ある} 映画 男優 と 女優 に 選ぶ{選ばれた}
74039	329681	妹 の です 俺(おれ) と 年子~ で(#2028980) 今(いま) 受験生~ です
74040	329680	の シャー芯~ って 何で あんなに 高い のです か
74041	329679	幼なじみ~ が 春 から 大阪 の 大学 に 行く らしい
74042	329678	手 が 寒い{寒} さ[01] で(#2028980) 震える{震えた} は 少し オーバー で(#2028980) 済みません{すみません}
74043	329677	外(そと) を 見る と 雨 が 降り始める{降り始めている}
74044	329676	いい 監督 を 探す の に 三年{3年} 費やす{費やした} が 見つかる{見つからなかった}
74045	329675	今まで 使う{使っていた} 物(もの){もの} を 今朝 部屋 で(#2028980) ボール遊び~ を 為る(する){していて} 割る{わって} 仕舞う{しまった} のです
74046	329674	結果[02]~ 雨 の 日(ひ) は 部屋 の 中(なか) で(#2028980) ボール遊び を 為る(する){しています}
74047	329673	勧工場~ には 約 の 出店(でみせ)[01]~ が 並ぶ{並んだ}
74048	329672	は 有名{有名な} オペラ歌手 です{でした}
74049	329671	何 を 考える{考えてる} の 別に
74050	329670	対応[04]~ の ゲーム を 動かす{動かし} たい[01] のです
74051	329669	選挙 に 勝つ には 見た目 が 何割~
74052	329668	義務 は 許可 通知 の 後(あと) 発行[02] 料 を 支払う{支払った} 後(あと) も 続く 点(てん) に 留意
74053	329667	其れ[01]{それ} は 確かに 一案~ です
74054	329666	納税者 の 目線[02]~ で(#2028980) 努力 を 致す{致し} たい[01] と 思う{思います}
74055	329665	六月{６月} 末(まつ)[01] に 参加者 を 募る{募ったら} 一週間{１週間} 弱~ で(#2028980) 約 席(せき) が 予約 で(#2028980) 一杯{いっぱい} になる{になった}
74056	329664	来年 六月{６月} 日(にち)[02] に 観測 為れる{される} 皆既日食~
74057	329663	何時から(いつから){いつから} 日本人 は 精白米~ を 食べる 様になる{ようになった} のです か
74058	329662	市(し) が 極東~ 露西亜{ロシア} で(#2028980) 大都会 の 一つ です
74059	329661	唯{ただ} 調子を合わせる{調子を合わせている} ん[03] だ{じゃない} 本当に 私(わたし)[01]{私の} 気持ち を 分かる{分かっていて} 同情 為る(する){している} 目(め) だ{だった}
74060	329660	女性 に 彼氏 が 居る(いる){いる} か 居る(いる){いない} か の 探りを入れる~ ベスト(#1119530){ベストな} 方法 が 有る{有れば} 教える{教えて} 下さい{ください}
74061	329659	偶に{たまに} は 偏差値~ の 高い 人(ひと) と レベル(#1145910)[01] の 高い 会話 為る(する){して} 見る{み} たい
74062	329658	此の{この} オンボード~ と言う{という} の は 平たく言えば~ グラフィックカード~ が 付く(つく)[06]{ついていない} 物(もの){もの} だ
74063	329657	殺人事件 の 背後 に 潜む ミステリー を 解き明かす{解き明かせ}
74064	329656	同じ 頃(ころ) 事務員 は 今月 を限りに~ 退職 為る(する){する} 旨[02] を に 申し入れる{申し入れた}~
74065	329655	愈々{いよいよ} 今週 を限りに 暫く{しばらく} の お休み です
74066	329654	考える{考えた} のだ{んだ} けど 矢っ張り[02]{やっぱり} こう言う{こういう} の は 良い{よくない} から 今日 を限りに 別れる{別れよう}
74067	329653	非 会員 は ドル 増し[02]~ となる{となります}
74068	329652	彼女[01] は 哀れ[01]~ を 誘う 有様 だ{だった}
74069	329651	俺(おれ) を 哀れ[02]{哀れに} 思う{思って} 助ける[02]{助けて} 呉れる{くれた} の さ
74070	329650	彼(かれ)[01] は くたくた[02]~ の 背広 を 着る{着ていた}
74071	329649	彼(かれ)[01] は トロフィー を 高々{高々と}~ 差し上げる[01]{差し上げた}~
74072	329648	木造建築物~ は 火(ひ) が 点く[01]{つき}~ 易い{やすい}
74073	329646	靴紐{靴ひも} が 解ける(#1198910)[02]{とけた}~
74074	0	カーテン に 火(ひ) が 点く[01]{点いた}
74075	329645	赤[01] 鉛筆 を 忘れる{忘れた} 子供{子ども} には きちんと 借りる{借り} に 来る(くる){来させた}
74076	329644	じゃ 留年~ 為る(する){しなかったら} 付き合う{付き合って} 呉れる{くれん} の タラレバ~ 話(はなし) って 好き(すき) だ{じゃない} の
74077	329643	少し 家(うち){うち} に 寄る{寄って} 行く{いかない} いい(#2820690)[01] の 家(うち){うち} 共働き~ で(#2028980) 親(おや) は 遅い の
74078	329642	君(くん){くん} 中間テスト の 結果 出る{でてた} わ よ 又{また} トップ
74079	329641	木工芸~ で(#2028980) は 木(き) を 硬木~ 軟木~ と 唐木~ に 分類 為る(する){します}
74080	329640	軟木 の 絶縁[02]~ 為れる{された} 部屋 及び{および} 良い{よい} ヒーター は サウナ~ の 為(ため){ため} の 絶対必要 である
74081	329639	二回{２回} 目(め)[07] の 人工内耳 移植 へ の 低所得者医療扶助~ 制度 の 適用 不許可~ を 取り下げる
74082	329638	貴方(あなた)[01]{あなた} の 美意識~ を 満足 為せる{させる} 物(もの){もの} は 何 ですか
74083	329637	職場 で(#2028980) の スケジュール を 使用 為る(する){しています} が ＰＤＡ~ を 購入 為る(する){し} シンクロ[01]~ 為せる{させ} たい[01] と 考える{考えています}
74084	329636	は 五月(ごがつ){5月} 一日(ついたち){1日} メール(#1132620)[01] ニュースクライアント~ ソフト の 最新版~ を リリース~ 為る(する){した}
74085	329635	迷彩~ の ショートパンツ~ を 履く 場合 上(うえ) は 何 色(いろ) の Ｔシャツ{Tシャツ} が 合う{合います} か
74086	329634	例えば 煙草{たばこ} を プカプカ{ぷかぷか}~ 吸う 先生(せんせい) が 煙草{たばこ} を 吸う 生徒 に 注意 為る(する){して} も 其の[01]{その} 注意 は 矛盾 為る(する){している} だろう
74087	329633	に就いて{について} は いい(#2820690)[01] ハード[02]~ です と 開口一番 切り出す{切り出した}
74088	329632	御(ご){ご} 注文(ちゅうもん)[01] は オレンジジュース アイス[01]~ 付き[01] で(#2028980) 然う{そう} 毎度[02]{まいど}
74089	329631	我々 を 見る{見て} にたり{にたりと}~ 笑う{笑った}
74090	329630	一寸(ちょっと){ちょっと} 硬い{カタい} かな{かな～} 硬い{カタい} 粘度~ が 高すぎる[02] って 事(こと){こと} さ[02]
74091	329629	何も 聞く{聞いていない} ので 何も 言う{言えない} と 困惑 の 表情 を 浮かべる[02]{浮かべた}
74092	329628	そんなに 沢山 パン(#1103090)[01] に 乗る[02]~ ん[03] か
74093	329627	私たち は 迚も{とっても} 仲良し で(#2028980) お互い の 家(いえ)[01] を 良く{よく} 行き来[01] 為る(する){する} 仲(なか) です{でした}
74094	329626	ほお紅~ や 口紅 を 差す[03]~ 丈(だけ){だけ} で(#2028980) 表情 や 笑顔 が どんどん[02] 変わる{変わって} 来る(くる){くる} のです{んです}
74095	329625	初期{初期の} 自覚症状~ としては 排尿障害~ が 有る{あります} が 多くの場合 はっきり{はっきりと} 為る(する){した} 症状 が 有る{ありません}
74096	329624	私(わたし)[01]{私の} 娘(むすめ) は 尻が重い[01]~ ので 困る
74097	329623	副作用 としては 視力障害~ が 有る{あります}
74098	329622	お見事~ 良く{よく} 遣る{やった} と 選手 を 褒め称える 報道[01] が 多い{多かった}
74099	329621	ママ[01]{ママ～} 彼の(あの){あの} お姉ちゃん[02]~ と お兄ちゃん[02] 御手手{お手手}~ 繋ぐ{繋いで} 凄く{すっごく} 仲良し さん だ ね{ね～}
74100	329620	雷(かみなり){カミナリ} が 光る{光った} 其の[01]{その} 後(あと) 桑原桑原{くわばらくわばら}~ と 唱える[01]{唱えた} 若しくは{もしくは} 唱える 人(ひと) を 見る{見た} 事がある{ことがある} だろう
74101	329619	東北[02] 新幹線 が 運転[02] を 見合わせる 等(など){など} 交通[01] も 混乱 為る(する){した}
74102	329618	気を付けて{気をつけて} 警察 の 犬[02]~ が 嗅ぎ回る[02]{かぎ回ってる}
74103	329617	ワイン を 冷やす{冷やして} 置く{おいて} 呉れる{くれた} と は 気が利く[02]{気が利いてる}~ ね
74104	329616	官軍~ に 入城~ を 許す と は 如何いう{どういう} 了見[01]~ だ
74105	329615	何とか{なんとか} 其処(そこ){そこ} で(#2028980) 支える(ささえる)[02]{支えよ}~ 入市~ を 許す な
74106	329614	は 美人 の 代名詞[02]~ になる{になっている}
74107	329613	親父[01] 此れ[01]{これ} って 真剣[02]~ 当たり前 だろう 決闘 なのだ から な
74108	329612	貴方(あなた)[01]{あなた} は 何処{どこ} の 国[01] の 出身[01] ですか~
74109	329611	日本語 の ソフト を 落とす[06]~ 骨(こつ){コツ} いい(#2820690)[01] サイト(#1055810)[02] 有る{ありません} か
74110	329610	赤ちゃん は 泣かせる[02]{泣かせた} 儘{まま} に 為る(する){して} は 行けない{いけない} の でしょうか
74111	329609	偶に{たまに} は 赤ちゃん を 泣かせる[02]{泣かせて}~ 置く[09]{おく} の も いい
74112	329608	本状 の 持参人~ は 友人 の 君(くん) です
74113	329607	此の{この} 百科事典 は 検索 に 便利 である
74114	329606	其の[01]{その} 車(くるま) は 動く{動こう} とする{としなかった}
74115	329605	私(わたし)[01] は 料理[01] を 為る(する){します} が とんでも無い[01]{とんでもなく} 下手くそ です
74116	329604	偶に{たまに} は ビール(#2796520) 以外[01] の お酒 を ちびちび~ 舐める[02] の も 良い でしょう
74117	329603	此処{ここ} の ソース(#1075270)[01] は 舐める[02]{舐めて}~ 見る{みる} と 一寸(ちょっと){ちょっと} 塩っぱい
74118	329602	彼(かれ)[01] は 敵(てき) を 料理[02] 為る(する){した}
74119	329601	良い 所(ところ) 様々(さまざま){様々な} コンボ~ で(#2028980) 自由に 敵(てき) を 料理[02]~ 為る(する){する} 楽しい{楽し} さ[01]
74120	329600	漸く{ようやく} 夜 が 開ける(あける)[04]{明けて} 長い 夜 が 終わる{終わった}
74121	329599	年を取る と 目敏い[02]{目ざとく}~ 成る{なる}
74122	329598	彼(かれ)[01] は 古代史 の 分野 で(#2028980) 突っ込む[03]{突っ込んだ}~ 研究 を 為る(する){している}
74123	329597	なあ 其処(そこ){そこ} の 姉さん[02]~ え 一寸(ちょっと){ちょっと} 相談に乗る{相談に乗って}~ 呉れる{くれない} か
74124	329596	実(み)[01] も 結ぶ[02]~ が 挿し木~ でも 根付く らしい
74125	329595	先ずは[01] 憧れ の 作家 の 文章[01] の 呼吸[02] を 掴む{つかむ} 為に{ために} 只管{ひたすら} 筆写~ 丸写し~ を 為る(する){する}
74126	329594	遂に[01]{ついに} 剣道~ の 呼吸[02] を 掴む{つかんだ}
74127	329593	四つ{4つ} の レジスタ[03]~ は 呼び出す[02]{呼び出された}~ 関数[02]~ 側(がわ)[01] が 保存 為る(する){する}
74128	329592	黒魔法~ の 話(はなし)[01] を 聞く{聞き} たい[01] です 学院~ で(#2028980) は 触り[03]{さわり}~ しか 聞く{聞いた} 事が無い{ことがない} のです{んです} が 興味 が 有る{あります}
74129	329591	其れ{それ} は 君(きみ) の 腕(うで)[02] 次第[01] かな 期待 為る(する){してる} よ
